sample,Control_115,Control_130,Control_132,Control_133,Control_136,Control_53,Control_61,Control_62,Control_64,Control_68,Control_69,Control_70,Control_71,Control_72,Control_73,CKD_105,CKD_106,CKD_108,CKD_110,CKD_112,CKD_124,CKD_125,CKD_126,CKD_128,CKD_129,CKD_63,CKD_65,CKD_96,CKD_98,CKD_99
class,Control,Control,Control,Control,Control,Control,Control,Control,Control,Control,Control,Control,Control,Control,Control,CKD,CKD,CKD,CKD,CKD,CKD,CKD,CKD,CKD,CKD,CKD,CKD,CKD,CKD,CKD
245.15/12.7,1597517.337,2969265.252,4601905.509,4772629.902,1959640.89,16628762.48,9416746.826,12888485.68,7522696.825,12674344.38,18885177.96,7003882.858,3094859.118,6329674.588,6649996.439,5018764.782,38265627.35,22714175.63,26794717.64,4363901.202,28144921.69,11457189.11,14222453.57,5345615.988,21567227.73,41375151.82,8577500.454,65224251.04,43566774.02,5236044.174
332.244/14.7,155793.059,366250.1746,246030.084,589944.4244,248199.4421,928452.9035,408931.1871,560503.012,300234.2249,715501.6099,1704428.085,332467.5205,274896.0542,324406.7685,435478.8383,1623586.908,1169257.214,1473156.894,3429439.249,982403.3122,2070908.789,386101.1182,1282807.125,1128340.625,4849383.15,1945215.662,642006.1265,2037227.963,7789651.09,688086.0527
277.093/2.7,132436.0235,686632.2253,410090.1219,1257659.927,432447.1486,1677187.697,2606599.472,3737209.858,488269.8488,1415395.526,914745.3923,767332.8972,431772.0047,639310.9275,818620.1307,53989.76584,1144936.924,74488.94658,10000,79446.87879,533389.6015,18199.05278,163445.1516,91287.08286,223694.9846,69586.06475,160148.5693,1430147.565,159069.523,54562.73131
91.023/2.1,10878096.02,21222448.1,8051635.218,31040762.53,14808596.37,7890473.37,24120208.7,5866181.3,12643513.71,3359345.319,12796867.7,6812693.083,9328794.266,5031147.791,13426536.45,3780436.955,1849617.735,2280120.771,637672.6147,537948.211,31352533.58,5764576.062,4546465.813,4061024.393,4193117.724,1531207.458,4082392.221,959105.558,433335.6534,1274735.429
345.731/14.6,1280280.987,13498.47825,10000,10000,87474.10389,71292.478,4104.893884,10000,40640.67132,10000,10000,10000,10000,10000,9979.582326,1034512.235,171598.2972,602546.2117,2252041.65,21489144.02,1824499.395,8085410.492,24752769.09,637572.4869,22438673,403048.3094,739912.3496,13353320.56,936265.3986,26935254.29
246.153/12.7,205050.8934,385333.8546,474165.9084,482987.945,277176.0619,1781874.844,976895.8789,1390422.646,783510.0389,1367244.975,2031914.804,695588.2162,415063.9466,650736.4641,661683.8485,512131.5522,4363242.003,2501272.191,2958708.772,403570.6316,3116958.918,1189019.22,1495451.587,526276.3263,2448450.7,4678239.356,958433.9142,7637710.69,4843289.926,492836.7388
358.114/5.7,6815.248023,27019.88113,1217670.308,169051.465,80780.22543,5176381.643,10000,223920.758,7085.418959,8709.162544,54643.80176,2771926.052,15488.72851,10113.1865,74497.5697,76508.33635,153934.3438,10160000.68,14015089.57,95772.36799,10763055.89,151936.4305,11789350.34,301967.1992,230669.6159,7948942.367,11769.40016,4534447.399,4563402.621,7176459.736
111.01/2.1,5403281.295,8239778.612,582367.0606,487383.5697,5233623.578,778215.8857,552713.71,885405.2348,6304735.774,6102930.323,523131.0271,2566901.984,5094852.051,10120510.1,440834.5573,1943765.771,585791.188,1206338.009,941974.3774,682360.0762,600505.9174,329206.1972,726874.206,1410479.096,1320421.434,456585.5133,585878.3721,611402.2461,1599140.956,1076906.478
90.535/2.1,22929731.35,36777091.98,849676.5716,30777065.49,498191.6857,996026.574,54395526.11,880646.9245,27923279.4,670243.4305,1222357.155,370297.6743,22176796.58,31463241.35,595095.7854,611789.047,916507.7705,1683254.986,968232.1087,568892.0186,724222.8461,789955.0415,4506439.823,513082.2506,1315374.209,3629076.76,830698.3482,1064562.15,852655.6454,584848.942
306.137/17.6,241333.8811,808636.0237,384531.572,767838.5255,360263.3956,2461210.607,1489502.483,1812013.236,479644.5514,1524301.435,1719376.784,584376.1618,1077115.786,703260.4005,833530.3139,1020604.541,3151344.016,3021458.952,2451200.195,665600.1176,3461080.467,591475.6813,1632113.085,1371728.612,2101539.24,2504698.07,1366240.757,5279334.089,6864153.596,1221790.696
274.104/3.3,157045.3412,357424.2259,270642.7644,531975.3339,97977.65131,904504.2053,723830.689,712767.8711,106457.4115,254564.1723,653237.5643,111205.0071,473806.173,190259.7116,395563.8069,1593296.928,2128125.988,7666452.113,2120240.342,406192.0356,4216598.53,251865.1527,2262753.776,9238839.956,1557244.847,988330.9808,419023.0091,569444.3101,8429825.164,863640.1099
324.156/11.5,316468.387,680976.5918,482704.8562,354015.6702,318541.787,545472.5018,841810.4064,647369.175,278772.3688,649723.2727,363153.2145,256323.1538,425705.5208,337635.6081,275782.4383,490380.2262,2272488.989,665922.7464,1068521.158,1070915.473,567200.2637,443536.4982,452220.2716,387524.7899,943782.3454,724855.8099,453862.6146,1027581.202,1412572.744,860210.2433
266.103/13.3,2383403.834,3885989.275,959992.3358,8209718.21,2415527.685,11324738.47,14217693.41,8376143.493,1121964.818,8091797.813,2419467.164,2074159.856,3373625.981,2176638.201,2086662.425,9537238.239,36526842.46,7020959.7,12277323.26,13647223.89,5343407.304,3546762.514,18577655.56,4417751.792,15129024.72,8943531.547,462822.9752,15967728.3,22713298.88,11359429.32
196.061/7.9,4062767.667,14985581.98,11198325.43,30320563.6,10356556.46,44990248.9,18194384.81,15882111.55,10782503.31,8522680.887,11023346.59,28258955.34,15768182.76,7372073.24,7119363.571,34319945.12,83949822.08,21373667.63,38968466.09,23975411.48,22636863.3,17943118.16,37149044.78,20869433.08,43662845.9,23737149.7,13989046.63,18767182.05,51639633.37,21413247.74
407.043/3.1,10000,7410616.669,2493739.623,13126799.19,2596845.308,2053911.388,13353529.56,4572032.389,3072503.127,1180676.358,12093915.09,909429.7213,7107242.816,3135106.417,1474525.604,10000,449242.3435,107814.811,10000,113338.0666,10488875.45,132092.8587,231780.7588,948848.6717,822222.7123,1089462.3,475420.3383,10000,10000,601260.633
119.037/2.1,538657.6088,635906.272,346616.6291,373588.2435,465128.4634,308659.5501,919242.2066,342308.4496,459839.1574,384389.4666,647519.6604,319946.5656,434095.7111,581740.1695,411474.6282,212498.1206,334763.1667,394598.9366,213366.0791,205198.7316,829851.4354,230797.2117,121084.7839,197744.7235,280319.4321,355924.8653,386552.8667,360438.5791,282010.287,199555.4545
326.087/9,2316630.619,1539542.347,406881.4963,3817417.397,1249802.966,6778149.099,5700622.07,8286508.695,1452329.234,3513774.459,2853543.751,3052412.465,2851566.989,6594594.301,1843645.141,2703452.744,28580935.01,7003942.632,4070134.492,11169253.64,12142358.47,3458304.212,8685171.911,3676258.57,14065153.63,5694115.935,75015.85458,6867868.577,22977836.01,19864427.97
193.155/2.5,347300.2432,1133031.802,1111614.466,480924.3256,282289.2121,163860.8682,740418.9026,10000,877709.1798,613698.3526,1145669.652,1846089.678,433469.8034,538282.9464,540353.8983,1683624.791,1020487.018,1466411.189,5305765.503,3849049.777,10044712.3,36775.2707,2768772.069,1335198.94,8889823.722,2935449.484,416475.2107,2374580.753,1565595.747,1380812.608
318.191/11.4,564027.9265,1080467.775,1520054.009,2527169.666,481450.9643,5412234.439,2467660.295,3471576.364,2245719.225,2575544.862,4483206.707,1180828.138,1009955.287,1130671.466,1748083.294,5431175.685,6675378.027,6215661.488,6750431.879,3399979.266,8184925.512,1395079.226,5172994.094,2082105.72,3564373.937,10825154.41,2084431.263,24285741.12,11195279.49,2712397.711
267.106/13.3,243979.5275,502312.1863,113794.3594,1008778.431,300161.0344,1460541.155,1822498.4,1023774.399,121064.1985,1023975.096,290569.0939,265983.2257,464977.5092,217697.9012,231953.4379,1200515.648,4904190,930611.2994,1561906.737,1794635.717,653996.379,418180.015,2369657.017,538942.8642,1967513.075,1112202.732,36782.71285,2043854.056,2956980.46,1401944.978
220.129/3.1,477497.3972,3466469.485,1223757.6,318996.2821,1506008.418,1494536.598,1616739.918,496739.9041,367984.1054,341182.1777,730262.9086,656481.2448,500433.1846,352711.5496,757870.8985,890448.9755,3738064.87,3375861.688,1335311.781,1019065.476,2939358.793,895037.7547,3619167.552,3097636.984,2814538.514,1596069.618,521561.8503,491414.6364,4324334.384,938217.7991
156.077/2.2,2091421.638,15310832.26,29545403.91,7054014,4973385.58,7121339.234,17105071.54,19754582.55,3031079.358,4501712.995,19578766.41,13232056.4,11227415.09,5130604.25,8118558.863,3425820.895,9251754.801,3217215.617,6486732.276,6904277.822,6292303.663,2973868.243,5891129.809,4976308.77,6869802.107,5302450.703,1288772.574,6511370.643,4055152.757,2264351.113
290.208/12.7,190213.2617,322182.939,429754.1309,322384.2303,209681.5066,1334558.41,889172.6426,1313768.3,983331.9908,1390917.196,1456219.273,863968.5265,420223.6924,400300.9577,747693.2752,360548.4307,3144968.23,2068025.691,2293891.954,380447.8723,2350837.341,905684.1261,1785197.514,542899.5753,1801294.189,3849130.021,877005.5199,6067942.219,3261497.103,433634.7758
361.561/10.7,104657.4506,10000,10000,4237.162835,10000,12280.91107,10000,10000,3924.599894,10000,10000,10000,10000,10000,10000,8310770.781,1154294.093,8656.857859,1021708.9,242634.6469,1269633.443,910885.6397,5870076.026,661387.4594,1145094.36,4213499.602,291792.0035,1524052.067,159071.6057,904079.0761
319.195/11.4,50321.95875,100950.414,167909.2632,212118.1615,38184.83804,720299.4311,263938.4619,529351.2066,323479.6987,372048.9062,649222.9797,151740.361,98591.13232,141566.663,233769.5693,741139.6982,882635.3701,889378.7409,876519.4636,440126.6394,1143561.734,170089.9802,731411.5589,268360.7909,449454.6255,1575247.029,288884.7904,3628104.752,1606201.82,419384.6952
111.537/2.1,4055507.37,7892369.144,2944799.45,11953132.92,5817159.053,2643394.774,9488698.872,2190923.306,4558565.501,1406606.256,5115146.693,2375437.021,3343078.912,1875918.046,4875691.839,557761.0424,630117.2863,818380.7727,264175.3746,190231.6023,12460685.92,2325596.042,1641976.547,1461066.094,1524229.254,495753.0413,1353005.282,357935.0126,160011.6692,438870.5983
152.071/3.8,404130.308,629524.4919,27600788.79,1993614.539,4615190.333,90761260.6,9704088.136,408358.8385,2206928.858,782138.0768,925623.9225,77924573.2,1622347.236,2006206.977,1789147.696,518400.4926,553475.8847,189338337.6,149561852.5,4943532.638,113871147.7,8145588.017,193716717.5,426768.274,689588.0652,138578107.2,436419.702,72180853.67,117170779.9,132653658.2
193.034/3.1,230313.1699,3925650.179,5785957.566,11320123.92,3821267.483,2238868.172,7510711.529,2060964.673,4398300.555,2517078.49,4392740.135,3269284.702,5129613.841,2093322.108,3319595.336,234396.4669,862474.4821,406023.9274,270321.5458,465931.6825,11687628.71,926887.9046,456845.6278,1378714.495,857332.3682,887452.0474,871752.0076,93970.60888,13892.91585,942041.6087
344.207/14,269468.2386,459601.0448,451546.5586,470992.9329,219841.713,4157985.297,1366324.955,2024665.675,1846045.073,1504538.77,2886362.717,521298.469,790052.9277,644710.6612,537519.3542,1881641.274,2713931.226,4274656.664,2148163.305,2183368.945,2513624.819,541253.6905,5301636.389,606569.1483,1770458.682,6863765.746,947412.8219,7736981.017,5907452.281,1117097.189
417.407/9.4,301357.1762,6978.618026,10000,10000,10205.2379,7260.211559,10000,10000,4805.335261,10000,10000,5718.02256,10000,10000,10000,832258.9696,15266.00177,316225.1648,647720.5119,7670568.573,1344658.253,2231176.466,12399348.3,142806.0202,6408488.018,297114.8079,303093.7126,3575761.925,212933.0576,8682222.354
442.232/12.2,2240274.012,15878.93188,14318.9104,10000,13681.83249,201866.0442,24306.46628,10000,3962.632108,29017.38877,149884.7316,10219.05119,4316.039905,10000,9134.59501,959855.5792,18767.44227,419664.0626,684101.7713,6838017.521,1689762.026,1917816.655,12763508.89,6304189.773,805301.6517,2001405.354,1332448.502,1160149.826,434415.5987,8469583.084
305.114/14.9,96337.71277,609857.9717,142348.0537,277315.3761,162354.4461,422396.1259,492605.1052,612072.7647,83662.26918,317594.1633,461398.1874,181186.5185,405502.4998,162712.6618,231949.584,755869.4995,1494254.827,781392.0746,188696.9286,363574.6396,711072.3886,227417.2362,558333.4326,321408.1286,339489.6727,446120.8151,701654.5016,450377.4007,648169.1457,604192.2337
224.092/9.7,160191.8958,1121912.657,352579.1438,3392758.814,955722.4683,4777827.479,1958416.728,1032536.136,840667.2581,740183.3427,910286.8435,625539.1479,657084.9753,262339.2304,301202.9417,1484829.165,6159604.359,2372222.09,3227380.692,1418933.647,1727867.342,653540.8686,4492053.552,4994410.503,5788004.243,1599510.265,1632357.996,1144374.502,864028.9929,5588504.487
202.048/11.6,122295.9175,6631162.982,1901230.625,984518.611,2035419.733,4627046.489,731625.685,7354666.761,1237854.413,81028.12837,4360664.773,476720.8833,3218317.769,1330775.337,337443.7569,220485.0673,987906.4366,1311601.323,16625.5973,54740.07863,1006513.992,581108.6109,777355.4611,685486.3217,1196039.021,203754.0084,1244465.377,15033.22112,135902.0583,33920.23904
361.896/10.7,26487.07875,10000,10000,10000,8057.739161,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,4657700.64,701830.4759,10000,545664.0703,128920.5642,611010.1443,484267.7082,3170034.837,340974.5158,572290.4285,2280883.174,142952.3325,788270.362,49433.00366,519266.2305
140.045/2.5,3747036.753,13450893.2,2933164.465,7383830.607,2112246.606,4312254.956,25890056.11,7931033.594,2389375.285,2727334.465,9867077.128,3149115.008,5253186.208,3427955.575,3275715.794,813632.1436,1366921.671,879318.7395,275465.7681,77068.3514,10197206.97,1832059.591,1712927.368,1462026.243,1511069.118,1165383.327,2493272.069,549419.4916,132698.9567,821066.9875
479.166/3.8,10000,10000,185350.7331,10000,10000,2077440.415,10000,10000,10000,10000,10000,1098956.848,10000,10000,10000,10000,35037.48687,8325638.504,7118302.39,10000,2159443.522,10000,2722009.995,10000,10000,4609213.21,10000,1171473.999,4337981.452,5749455.73
181.072/6.8,1425244.414,14806021.93,13545090.23,72343248.79,72104626.39,33945853.69,26680093.68,39947202,3314626.454,5311941.201,22677382.44,10027352.63,30640257.18,9845284.231,15279859.13,4569427.482,16351746.53,3718535.182,16721892.53,2088542.247,3537670.666,11510208.02,21516051.42,13605511.67,5385574.013,4937869.581,3953661.708,1838333.237,2724875.338,4935280.217
329.106/3.8,10000,15332.75689,6671526.273,361033.69,24611.78817,20959612.07,8115.461638,23878.00063,10000,8103.120685,10000,16119380.21,210517.0641,350464.5989,7063.822179,7606.731011,16665.36422,38524646.54,29417313.47,189339.297,24449275.55,11504.01651,40283278.04,27714.02498,1457192.381,27818072.43,214237.7874,14958096.9,19725514.14,26992802.18
403.171/5.7,10000,7429.957093,1553371.549,6274.863627,10000,5604599.141,10000,10000,10000,10000,10000,2647909.315,10000,18095.25615,10000,10000,7931.598922,8904849.493,9681547.54,80078.93965,10656597.08,10000,9379118.73,10000,10000,7050849.911,10000,4376016.22,3303562.796,4948438.471
182.081/5.7,194065.5462,360489.1409,3335078.029,259264.5073,339854.1162,16995099.5,347018.623,336317.6454,255775.8723,371708.1578,512535.7822,7164245.624,321611.1538,478752.8003,312047.5339,297719.2845,463079.4358,26727993.47,34049564.63,503826.0191,26469143.49,371589.6309,39640959.87,216455.9822,380498.3434,17354375.96,209541.2075,11966562.8,11431839.49,17475854.92
231.098/2.8,1119222.815,1192850.601,993687.4247,1945263.661,887803.6494,2629977.768,2541651.098,2834997.858,972530.5363,885171.8956,1801009.314,1451782.857,1481290.735,715563.6603,1472311.936,2257877.75,1805161.019,2428600.849,2839171.082,1685273.471,3315297.158,1204231.747,4737626.573,2315508.345,6756879.477,1908676.666,1619303.675,1382270.19,2635114.209,2782679.463
389.139/3.8,10000,8461.680677,1538182.603,568666.8224,10000,9851453.133,10000,738463.8757,4660.691069,10000,745998.3498,6539755.8,36552.84061,22710.58227,10000,7056.065849,999351.3585,18110974.26,17180266.95,56751.03558,9360018.436,15014.95705,32141762.26,10000,754081.8384,15270152.46,9329.287021,6919415.471,13772923.37,13157552.96
373.161/3.8,17264.18826,10000,17637236.58,171589.8406,11476.79392,63750614.99,89336.24775,8572.528141,10000,7538.805099,10000,50093990.81,406256.528,797706.7807,10000,16428.32475,10000,140507135.3,92925022.73,671322.8733,55329022.9,238495.9734,101469640.3,10000,10000,103563629.7,15589.08299,44835172.56,73901680.3,88388569.5
328.103/3.8,75728.89553,81745.01477,45267845.97,605371.1476,196828.1132,141862584.8,683670.1926,103915.7161,10000,51912.97417,69359.2725,110034637.8,1716421.869,2932682.639,21176.46607,106942.5565,18555.44697,255321575.5,195752051.4,1427241.476,164173701.9,717609.1132,267693471.1,37137.13683,286622.2156,188579881.2,126630.0825,103473428.7,135004772.4,178756214.1
278.142/12.9,183732.0895,458109.5932,150643.956,294117.937,138323.6035,1584361.485,938236.2149,975295.4644,250663.7507,711669.669,1030894.168,361990.3972,440173.3894,417122.5172,310894.0894,352100.7436,1560081.821,1345194.5,2152088.527,449909.0801,2092813.597,527998.3317,884360.8442,1386167.735,801319.4807,1122550.952,580704.4222,3157270.247,4657954.711,507787.189
311.161/13.3,445894.0263,387421.5005,155670.012,2054012.631,367568.1577,1722719.118,1111541.768,649407.0063,168363.9753,812995.6521,267852.3554,385040.6271,396625.5555,190791.75,300030.4976,868755.6284,2178942.267,848651.2405,1475096.718,2012274.054,694718.3186,388364.1045,3348204.269,343957.1019,1846066.669,1067341.728,62327.36869,1835419.611,2532051.149,1023698.612
388.135/3.8,13210.16913,10000,10595984.79,199922.1591,7962.736614,71949349.66,359941.4429,39090.08329,7013.79265,9288.504072,10000,44123734.76,456745.1587,707204.5517,10000,96683.89192,10000,118429648.7,117492655,487023.5536,62608457.06,317045.8295,203601026.7,9069.745435,55636.23597,102342687.1,115546.1504,47477553.21,95706718.08,86975377.45
171.006/2.1,1042318.707,1866439.574,1105539.893,2387975.126,993060.4723,711319.3539,2432699.06,896717.2498,1498089.569,650700.3598,936636.6391,541715.2224,1006817.067,700343.1664,998570.8025,427151.4859,349667.2583,541006.4766,429512.5503,196197.2293,2510642.589,372119.3047,651787.7271,461136.1808,813046.6564,457846.8389,747725.0489,466931.7583,738009.508,395397.8174
271.093/3.5,1570867.546,5093253.204,3802557.914,8293986.745,1714068.628,18849966.8,8930922.26,9067678.288,3235198.867,4629194.745,10688537.76,2950872.507,3722603.546,3274291.246,3327306.409,4200297.133,17698783.11,11114167.07,7354564.063,6000742.717,12187661.48,4889858.902,12711249.34,9943663.145,15363256.37,8454482.845,7669136.285,10456817.58,21567223.57,7236481.306
374.164/3.8,10000,10000,2830364.779,20809.40836,10000,10092407.36,16500.80981,10000,10000,24063.35893,10000,8416719.608,23639.83461,93932.48463,10000,10000,10000,23861550.2,15305145.56,63780.11451,9082082.313,10000,16912639.39,6579.493831,10000,17256959.36,10000,7233018.398,11327760.5,14462310.06
256.093/3.3,83657.67476,174705.1263,131632.0421,262969.4099,10684.7722,1139625.762,845517.6623,366579.9095,141559.5804,358834.1556,629444.6564,155551.6806,611196.1547,64721.8227,471333.5392,1373990.877,1133366.501,5346295.06,3193863.235,561367.2358,2909388.865,338416.2062,1140221.558,6330743.663,736092.9969,500603.3185,455586.0106,391324.5702,8929236.953,670416.7746
180.075/11.6,155599819.9,2189556.107,780157.9842,657289.4608,871226.3832,6762934.032,796755.6525,2499413.256,171552284.1,152065574.3,905327.1335,619080.2454,1661443.976,249647952.8,133070417.3,739951.0749,860622.8147,1120205.605,372178575.6,285494318.3,332122984.1,707213.0172,399605277.1,449756808.9,419317657.9,130894828.8,93347409.03,94539124.22,478518385.6,817630.2957
251.103/13.4,66607.64035,574450.9015,138479.6831,1199563.078,246531.0929,836305.7539,1012328.197,1695906.894,149621.5824,3595705.465,185224.4067,608114.6513,479987.9352,129843.3416,357843.7265,668444.3093,2825037.214,2324729.265,6199122.713,1400840.713,893831.6517,159792.6894,4380129.321,1991952.171,1817148.303,2516235.626,1035343.507,801055.4865,698128.725,2448663.737
231.19/8.1,667844.8191,768085.9402,823028.2066,997996.3438,546215.3645,1834301.19,1834190.26,1736165.749,629324.7379,998197.7405,2347030.715,781278.4531,767912.7097,649474.4519,1007649.889,1964048.321,1124911.489,1303239.319,1727611.403,666281.6668,2150228.85,403002.0014,2895932.339,1897043.837,2728776.296,1409814.475,2029345.646,1354761.505,2445685.123,1424495.744
143.118/2.6,1339201.107,4151284.076,4881155.468,3470280.78,2373925.297,9447191.769,8514045.04,8507552.542,3986074.991,6231034.953,8656201.218,5305664.718,4338575.619,3313000.505,7553889.292,4545993.589,9964229.386,13950160.62,4109896.948,3058926.384,7897696.153,3205475.431,11585490.2,8190660.506,13016877.75,9984254.193,10381232.42,9222470.539,16660064.37,5465779.859
244.111/2.1,238566.5079,427604.5677,612983.2271,64988.28878,295072.058,2035818.752,595356.1464,694673.5523,296327.6345,720137.0291,817037.0056,810666.3693,603880.0276,412507.9245,815174.841,566753.519,3032243.666,1479745.694,1241525.374,924507.0855,625321.5149,366605.6868,2847345.332,1088411.506,1260067.733,1076135.929,806566.5887,1388398.207,4178721.786,654211.2788
